enabled,id,date,displayDate,sequence,forceId,type,title,description,locationName,lat,lng,participants,importance,sourceIds,certainty,notes,result,casualties,redJoined,redLosses,enemyDefeated,distanceLi,victory,poemLine,poemTitle,poemText,titleEn,descriptionEn,locationNameEn
TRUE,rf_19350612_davi_meeting,19350612,19350612,27,red_first,会师,红一、红四方面军前锋在达维会师,红一、红四方面军前锋部队在懋功东南的达维地区会师，形成长征途中的重要会师节点。,四川小金达维,30.92,102.49,红一方面军; 红四方面军,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Convergence at 四川小金达维,This node marks a convergence event on the Red First Front Army route near 四川小金达维 (19350612).,
TRUE,r4_19350612_davi_meeting,19350612,19350612,28,red_fourth,会师,红四方面军与中央红军达维会师,红四方面军前锋与中央红军在达维会师。该事件作为红四方面军路线独立连线终点之一，避免与中央红军路线混连。,四川小金达维,30.92,102.49,红四方面军; 红一方面军,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red Fourth Front Army: Convergence at 四川小金达维,This node marks a convergence event on the Red Fourth Front Army route near 四川小金达维 (19350612).,
TRUE,r25_19350616_zijingguan,19350616,19350616,348,red_25th,战斗,紫荆关战斗突破敌军围攻,红二十五军在第二次反“围剿”中机动作战，取得紫荆关战斗胜利。,陕西山阳紫荆关一带,33.43,109.88,红二十五军,4,src_red25_base_ujn,medium,,突破围攻,,,,,,TRUE,,,,Red Twenty-Fifth Army: Battle at 陕西山阳紫荆关一带,This node marks a battle event on the Red Twenty-Fifth Army route near 陕西山阳紫荆关一带 (19350616).,
TRUE,rf_19350618_maogong_main,19350618,19350618,29,red_first,会师,中央红军主力到达懋功地区,中共中央、中革军委和红一方面军主力到达懋功地区，红一、红四两支主力会合。,四川懋功/小金,31.0,102.36,毛泽东; 周恩来; 朱德; 张国焘; 徐向前,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Convergence at 四川懋功/小金,This node marks a convergence event on the Red First Front Army route near 四川懋功/小金 (19350618).,
TRUE,rf_19350626_lianghekou,19350626,19350626,30,red_first,会议,两河口会议确定北上方针,中共中央政治局召开两河口会议，确定北上建立川陕甘根据地的战略方针。,四川小金两河口,31.35,102.35,毛泽东; 周恩来; 张国焘; 朱德,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Meeting at 四川小金两河口,This node marks a meeting event on the Red First Front Army route near 四川小金两河口 (19350626).,
TRUE,r4_19350626_lianghekou,19350626,19350626,34,red_fourth,会议,两河口会议明确共同北上方针,红一、红四方面军会合后召开两河口会议，确定集中主力向北发展、创建川陕甘根据地的方针。,四川小金两河口,31.02,102.5,中共中央; 红一方面军; 红四方面军,5,src_meetings_xinhua; src_party_chronology_xinhua,medium,,,,,,,,,,,,The Lianghekou Meeting affirms the northward strategy,"After the First and Fourth Front Armies met, the Lianghekou Meeting affirmed the strategy of moving north to create a Sichuan-Shaanxi-Gansu base.","Lianghekou, Xiaojin, Sichuan"
TRUE,en_19350701_red25_encirclement,19350701,19350701,390,enemy_kmt,围堵,敌军三十多个团围攻鄂豫陕根据地,红二十五军创建的鄂豫陕根据地遭敌军重兵围攻，红军以运动战和游击战各个击破。,鄂豫陕边区,33.65,109.7,国民党军; 红二十五军,3,src_red25_base_ujn,medium,,,,,,,,,,,,KMT forces: Encirclement at 鄂豫陕边区,This node marks a encirclement event on the KMT forces route near 鄂豫陕边区 (19350701).,
TRUE,r25_19350702_yuanjiagou,19350702,19350702,392,red_25th,战役,袁家沟口战斗歼灭陕军警备第一旅,红二十五军诱敌深入，在袁家沟口突然发起攻击，全歼陕军警备第一旅，成为其长征中俘敌数量最多的一次战斗。,陕西山阳袁家沟口,33.44,109.89,吴焕先; 程子华; 徐海东; 红二十五军,5,src_red25_yuanjiagou_people_2026,high,,毙伤敌300余人，俘敌1400余人,,,,1700,,TRUE,,,,Red Twenty-Fifth Army: Campaign at 陕西山阳袁家沟口,This node marks a campaign event on the Red Twenty-Fifth Army route near 陕西山阳袁家沟口 (19350702).,
TRUE,r25_19350713_weixi,19350713,19350713,405,red_25th,转进,北出终南山，威逼西安,红二十五军北出终南山，前锋直抵西安以南，牵动敌军部署并打破第二次“围剿”。,陕西西安南郊韦曲/子午镇,34.06,108.94,红二十五军,4,src_red25_base_ujn,medium,,,,,,,,,,,,Red Twenty-Fifth Army: March at 陕西西安南郊韦曲/子午镇,This node marks a march event on the Red Twenty-Fifth Army route near 陕西西安南郊韦曲/子午镇 (19350713).,
TRUE,r25_19350716_fengyukou,19350716,19350716,31,red_25th,转进,红二十五军从沣峪口西征北上,红二十五军决定西征甘肃、北上陕北，赴陕甘苏区与红二十六军会合，配合中央红军北上。,陕西长安沣峪口,34.02,108.78,吴焕先; 程子华; 徐海东,5,src_shaanbei_12371,medium,,,,,,,,,,,,Red Twenty-Fifth Army: March at 陕西长安沣峪口,This node marks a march event on the Red Twenty-Fifth Army route near 陕西长安沣峪口 (19350716).,
TRUE,rf_19350804_shawo,19350804,19350804,38,red_first,会议,沙窝会议部署红一、红四方面军混编北上,红一、红四方面军会合后，中央在沙窝一带继续讨论北上方针和部队编组，长征进入雪山草地与内部路线分歧交织的新阶段。,四川松潘沙窝一带,32.63,103.6,中共中央; 红一方面军; 红四方面军,4,src_party_chronology_xinhua; src_meetings_xinhua,medium,,,,,,,,,,,,The Shawo Meeting discusses northward movement and reorganization,"After the meeting of the First and Fourth Front Armies, discussions near Shawo addressed the northward strategy and force organization.","Shawo area, Songpan, Sichuan"
TRUE,r4_19350815_maoergai,19350815,19350815,39,red_fourth,会议,毛儿盖会议继续讨论北上与草地行动,在雪山草地前后，红一、红四方面军围绕北上路线、草地行军和部队部署继续讨论，路线分歧逐步加深。,四川松潘毛儿盖,32.45,103.43,中共中央; 红一方面军; 红四方面军,4,src_party_chronology_xinhua; src_meetings_xinhua,medium,,,,,,,,,,,,The Maoergai discussions address the northward route and grassland march,"Before and around the grassland crossings, leaders continued to debate the northward route and deployment.","Maoergai, Songpan, Sichuan"
TRUE,r25_19350817_jingchuan,19350817,19350817,41,red_25th,战斗,红二十五军泾川一带遭遇激战,红二十五军西征北上途中在甘肃泾川一带与敌军激战，继续向陕甘根据地方向推进。,甘肃泾川,35.33,107.37,红二十五军; 吴焕先; 徐海东,4,src_red25_people; src_yongping_people,medium,,,,,,,,,,,,The 25th Red Army fights near Jingchuan,"During its northwestern movement, the 25th Red Army fought near Jingchuan and continued toward the Shaanxi-Gansu base area.","Jingchuan, Gansu"
TRUE,r25_19350817_longde,19350817,19350817,440,red_25th,战斗,攻克隆德后向泾川推进,红二十五军攻克隆德后继续向泾川方向机动，在敌军重压下寻找北上通道。,宁夏隆德,35.62,106.12,红二十五军,4,src_red25_xinhua_2017,medium,,攻克隆德,,,,,,TRUE,,,,Red Twenty-Fifth Army: Battle at 宁夏隆德,This node marks a battle event on the Red Twenty-Fifth Army route near 宁夏隆德 (19350817).,
TRUE,rf_19350820_maoergai,19350820,19350820,32,red_first,会议,毛儿盖会议继续确定北上路线,中共中央在川西北继续围绕北上战略展开部署，随后右路军进入草地。,四川松潘毛儿盖,32.67,103.6,毛泽东; 周恩来; 张闻天; 博古,4,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Meeting at 四川松潘毛儿盖,This node marks a meeting event on the Red First Front Army route near 四川松潘毛儿盖 (19350820).,
TRUE,r25_19350821_wuhuanxian_death,19350821,19350821,33,red_25th,牺牲,吴焕先在泾川战斗中牺牲,红二十五军政治委员吴焕先在甘肃泾川四坡村附近战斗中牺牲。人物牺牲节点用于补充长征的个体代价。,甘肃泾川四坡村,35.3,107.37,吴焕先; 红二十五军,5,src_shaanbei_12371,medium,,,,,,,,,,,,Red Twenty-Fifth Army: Sacrifice at 甘肃泾川四坡村,This node marks a sacrifice event on the Red Twenty-Fifth Army route near 甘肃泾川四坡村 (19350821).,
TRUE,rf_19350821_ruoergai,19350821,19350821,34,red_first,险阻,右路军开始过草地,中央红军右路军进入若尔盖草地，面对缺粮、沼泽、高寒等极端困难。,四川若尔盖草地,33.58,102.97,中央红军右路军,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Hardship at 四川若尔盖草地,This node marks a hardship event on the Red First Front Army route near 四川若尔盖草地 (19350821).,
TRUE,en_19350825_grassland_pressure,19350825,19350825,41,enemy_kmt,追堵,川西北敌军压迫红军草地行动,雪山草地阶段，自然险阻与敌军压迫叠加，部队在饥饿、寒冷和追堵压力中继续北进。,川西北草地周边,33.58,102.96,国民党军; 红军右路军,4,src_epic_people; src_xinhua_overall_stats,medium,,,,,,,,,,,,Enemy pressure accompanies the grassland crossing,"During the snow-mountain and grassland phase, natural hazards and enemy pressure overlapped.",Northwestern Sichuan grasslands
TRUE,rf_19350829_baozuo,19350829,19350829,42,red_first,战斗,包座战斗打开北上通道,右路军走出草地后，在包座一带作战，打开继续北上的通道，使穿越草地后的部队获得喘息与前进条件。,四川若尔盖包座,33.43,103.18,右路军; 红一方面军部队,4,src_epic_people; src_party_chronology_xinhua,medium,,,,,,,,TRUE,,,,The Baozuo Battle opens the route north,"After crossing the grasslands, the right column fought near Baozuo and opened the route for continued movement northward.","Baozuo, Zoige, Sichuan"
TRUE,rfour_19350829_baozuo,19350829,19350829,470,red_fourth,战斗,包座方向配合打开北上道路,红一、红四方面军相关部队在包座方向作战，打开继续北上的道路。,四川若尔盖包座,33.69,103.24,红四方面军; 红一方面军,4,src_cpc_century,medium,,打开北上通道,,,,,,TRUE,,,,Red Fourth Front Army: Battle at 四川若尔盖包座,This node marks a battle event on the Red Fourth Front Army route near 四川若尔盖包座 (19350829).,
TRUE,rf_19350909_baxi,19350909,19350909,44,red_first,会议,巴西会议后红一方面军单独北上,张国焘拒绝执行北上方针并率部南下后，中共中央在巴西一带作出继续北上的决定，红一方面军独自向陕甘方向推进。,四川若尔盖巴西,33.58,102.96,毛泽东; 周恩来; 张闻天; 红一方面军,5,src_party_chronology_xinhua; src_meetings_xinhua,medium,,,,,,,,,,,,"After the Baxi discussions, the First Front Army continues north alone","After Zhang Guotao rejected the northward line, the central leadership around Baxi decided to continue north toward the Shaanxi-Gansu area.","Baxi, Zoige, Sichuan"
TRUE,rf_19350912_ejie,19350912,19350912,35,red_first,会议,俄界会议决定继续北上,中共中央在俄界召开会议，批判分裂活动，决定率陕甘支队继续北上。,甘肃迭部俄界,34.05,103.1,毛泽东; 张闻天; 周恩来,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red First Front Army: Meeting at 甘肃迭部俄界,This node marks a meeting event on the Red First Front Army route near 甘肃迭部俄界 (19350912).,
TRUE,r25_19350915_yongping_arrive,19350915,19350915,36,red_25th,到达,红二十五军到达陕北永坪,红二十五军辗转到达陕北延川永坪镇，成为到达陕北较早的一支长征队伍。,陕西延川永坪,36.88,110.18,徐海东; 程子华; 红二十五军,5,src_yongping_people; src_shaanbei_12371,medium,,,,,,,,,,,,Red Twenty-Fifth Army: Arrival at 陕西延川永坪,This node marks a arrival event on the Red Twenty-Fifth Army route near 陕西延川永坪 (19350915).,
TRUE,r25_19350918_yongping_meeting,19350916,19350916,38,red_25th,会师,红二十五军与陕甘红军永坪会师,红二十五军与红二十六军、红二十七军在永坪举行会师庆祝活动。两军会师后合编为红十五军团，徐海东任军团长，刘志丹任副军团长。,陕西延川永坪,36.88,110.18,红二十五军; 红二十六军; 红二十七军; 徐海东; 刘志丹,5,src_yongping_people,medium,,,,,,,,,,,,Red Twenty-Fifth Army: Convergence at 陕西延川永坪,This node marks a convergence event on the Red Twenty-Fifth Army route near 陕西延川永坪 (19350916).,
TRUE,rf_19350917_lazikou,19350917,19350917,37,red_first,战斗,突破腊子口,红军攻克天险腊子口，打开北上甘南通道。,甘肃迭部腊子口,34.07,103.22,中央红军,5,src_zunyi_hunan,medium,,,,,,,22200,TRUE,,,,Red First Front Army: Battle at 甘肃迭部腊子口,This node marks a battle event on the Red First Front Army route near 甘肃迭部腊子口 (19350917).,
TRUE,sha_19350918_yongping_meeting,19350918,19350918,39,shaanbei_red,会师,陕甘红军迎接红二十五军,陕甘红军与红二十五军在永坪会师，增强了西北革命根据地军事力量，也为迎接中央红军北上创造条件。,陕西延川永坪,36.88,110.18,刘志丹; 徐海东; 红二十六军; 红二十七军; 红二十五军,5,src_yongping_people; src_shaanbei_12371,medium,,,,,,,,,,,,Shaan-Gan: Convergence at 陕西延川永坪,This node marks a convergence event on the Shaan-Gan route near 陕西延川永坪 (19350918).,
TRUE,sha_19350918_red15,19350918,19350918,48,shaanbei_red,整编,红十五军团成立，西北红军力量增强,红二十五军与陕甘红军会师后，合编为红十五军团，陕北根据地的正规红军力量显著增强，也为中央红军抵达提供了更坚实的军事依托。,陕西延川永坪,36.87,110.23,徐海东; 程子华; 刘志丹; 红二十五军; 红二十六军; 红二十七军,5,src_yongping_people; src_shaanbei_12371,medium,,,,,,,,,,,,The 15th Red Army Corps is formed after the Yongping convergence,"After the 25th Red Army met the Shaanxi-Gansu Red Army, the 15th Red Army Corps was formed, strengthening the northern Shaanxi base.","Yongping, Yanchuan, Shaanxi"
TRUE,rf_19350920_hadapu,19350920,19350920,40,red_first,决策,哈达铺决定前往陕北,中央红军在哈达铺获得陕北红军和根据地信息，决定向陕北进军，使长征落脚点进一步明确。,甘肃宕昌哈达铺,34.33,104.47,毛泽东; 周恩来; 中央红军,5,src_shaanbei_12371,medium,,,,,,,,,,,,Red First Front Army: Decision at 甘肃宕昌哈达铺,This node marks a decision event on the Red First Front Army route near 甘肃宕昌哈达铺 (19350920).,
TRUE,rf_19350923_minshan,19350923,19350923,515,red_first,雪山,翻越岷山余脉，望见陕甘方向,突破腊子口后，中央红军继续翻越岷山余脉，向陕甘革命根据地靠近。,甘肃岷山/哈达铺以北,34.2,104.25,中央红军,5,src_qilv_people; src_qilv_dangjian_2024,medium,,,,,,,,,更喜岷山千里雪,翻过雪山后的喜悦,岷山的雪不是浪漫景色，而是饥寒、疲惫与生死考验。越过岷山，陕北方向逐渐清晰，长征进入胜利前夜。,Red First Front Army: Snow mountain crossing at 甘肃岷山/哈达铺以北,This node marks a snow mountain crossing event on the Red First Front Army route near 甘肃岷山/哈达铺以北 (19350923).,
TRUE,rf_19350927_bangluo,19350927,19350927,520,red_first,会议,榜罗镇会议最终确定落脚陕北,中央政治局在榜罗镇召开会议，进一步明确到陕北与陕甘红军会合的战略方向。,甘肃通渭榜罗镇,35.04,105.3,中共中央政治局; 毛泽东; 周恩来; 张闻天,5,src_cpc_century,high,,,,,,,,,,,,Red First Front Army: Meeting at 甘肃通渭榜罗镇,This node marks a meeting event on the Red First Front Army route near 甘肃通渭榜罗镇 (19350927).,
TRUE,sha_19351001_laoshan,19351001,19351001,41,shaanbei_red,战役,红十五军团组织劳山战役,红二十五军与陕甘红军合编后，在刘志丹、徐海东等指挥下组织劳山战役，打击敌军“围剿”，为迎接中央红军创造有利条件。,陕西甘泉劳山,36.26,109.4,刘志丹; 徐海东; 红十五军团,4,src_shaanbei_12371,medium,,,,,,,,,,,,Shaan-Gan: Campaign at 陕西甘泉劳山,This node marks a campaign event on the Shaan-Gan route near 陕西甘泉劳山 (19351001).,
TRUE,r4_19351005_zhuomudiao,19351005,19351005,42,red_fourth,分歧,卓木碉会议与张国焘另立“中央”,张国焘在卓木碉另立“中央”，造成党和红军内部严重分裂风险。该节点用于呈现红四方面军路线中的政治分歧。,四川马尔康卓木碉,31.9,102.22,张国焘; 红四方面军部分领导人,5,src_meetings_xinhua,medium,,,,,,,,,,,,Red Fourth Front Army: Dispute at 四川马尔康卓木碉,This node marks a dispute event on the Red Fourth Front Army route near 四川马尔康卓木碉 (19351005).,
TRUE,rf_19351007_liupanshan,19351007,19351007,43,red_first,战斗,翻越六盘山并击退追敌,中央红军越过六盘山地区，接近陕甘根据地。,宁夏六盘山,35.58,106.22,中央红军,4,src_cpc_century,medium,,,,,,,,TRUE,,,,Red First Front Army: Battle at 宁夏六盘山,This node marks a battle event on the Red First Front Army route near 宁夏六盘山 (19351007).,
TRUE,rf_19351019_wuqi,19351019,19351019,44,red_first,到达,中央红军到达吴起镇,中央红军到达陕北吴起镇，与陕北根据地接通，中央红军长征胜利结束。,陕西吴起镇,36.93,108.18,毛泽东; 周恩来; 彭德怀; 中央红军,5,src_cpc_century; src_shaanbei_12371,medium,,,,,,,25000,,,,,Red First Front Army: Arrival at 陕西吴起镇,This node marks a arrival event on the Red First Front Army route near 陕西吴起镇 (19351019).,
TRUE,sha_19351019_wuqi_welcome,19351019,19351019,52,shaanbei_red,会师,陕甘红军迎接中央红军到达吴起镇,中央红军到达吴起镇时，西北根据地已由刘志丹、谢子长、习仲勋等长期经营形成，红军主力终于找到落脚点。,陕西吴起镇,36.93,108.17,中央红军; 陕甘红军; 刘志丹,5,src_shaanbei_12371; src_xinhua_25000,medium,,,,,,,,,,,,The Shaanxi-Gansu Red Army welcomes the Central Red Army at Wuqi,"When the Central Red Army reached Wuqi, the northwestern base—built over years by local revolutionaries—became the landing point of the Long March.","Wuqi, Shaanxi"
TRUE,rf_19351021_wuqi_tail,19351021,19351021,53,red_first,战斗,吴起镇“切尾巴”战斗击退追敌,中央红军到达陕北后，在吴起镇附近击退尾追之敌，巩固落脚陕北的军事态势。,陕西吴起镇,36.93,108.17,中央红军; 追击敌军,4,src_epic_people; src_party_chronology_xinhua,medium,,,,,,,,TRUE,,,,The Wuqi fighting drives off pursuing forces,"After reaching northern Shaanxi, the Central Red Army fought near Wuqi to repel pursuing forces and consolidate its foothold.","Wuqi, Shaanxi"
TRUE,sha_19351025_yulinqiao,19351025,19351025,45,shaanbei_red,战役,红十五军团榆林桥战斗,红十五军团继续打击敌军，为巩固陕甘根据地和迎接中央红军创造条件。,陕西甘泉榆林桥,36.31,109.33,刘志丹; 徐海东; 红十五军团,4,src_shaanbei_12371,medium,,,,,,,,,,,,Shaan-Gan: Campaign at 陕西甘泉榆林桥,This node marks a campaign event on the Shaan-Gan route near 陕西甘泉榆林桥 (19351025).,
TRUE,r2_19351101_hejiesheng_birth,19351101,19351101,46,red_second,诞生,贺捷生出生，随后成为长征路上的婴儿,贺龙与蹇先任的女儿贺捷生出生。红二、六军团出发时，她刚出生18天，成为随军长征的婴儿。,湖南桑植洪家关/刘家坪一带,29.4,110.17,贺捷生; 贺龙; 蹇先任,4,src_red2_start_12371,medium,,,,,,,,,,,,Red Second Front Army: Birth at 湖南桑植洪家关/刘家坪一带,This node marks a birth event on the Red Second Front Army route near 湖南桑植洪家关/刘家坪一带 (19351101).,
TRUE,r4_19351115_baizhangguan,19351115,19351115,50,red_fourth,战役,红四方面军南下受挫，百丈关战役前后损失严重,红四方面军南下后与川军激战，部队遭受重大损失，随后战略处境更加困难。此节点用于解释其后北上与会师的背景。,四川雅安百丈关,30.1,103.05,红四方面军; 徐向前; 张国焘,4,src_meetings_xinhua,month,,,,,,,,,,,,Red Fourth Front Army: Campaign at 四川雅安百丈关,This node marks a campaign event on the Red Fourth Front Army route near 四川雅安百丈关 (19351115).,
TRUE,r2_19351119_sangzhi_start,19351119,19351119,47,red_second,启程,红二、六军团从桑植开始长征,红二、红六军团主力一万七千多人离开湘鄂川黔苏区，从湖南桑植刘家坪和轿子垭地区出发，开始长征。,湖南桑植刘家坪/轿子垭,29.4,110.17,贺龙; 任弼时; 关向应; 萧克; 王震; 贺捷生,5,src_red2_start_12371,medium,,,,,,,,,,,,Red Second Front Army: Start at 湖南桑植刘家坪/轿子垭,This node marks a start event on the Red Second Front Army route near 湖南桑植刘家坪/轿子垭 (19351119).,
TRUE,r2_19351101_hejiesheng_start,19351119,19351119,612,red_second,生活,贺捷生出生18天后随军踏上长征路,红二、六军团出发时，贺龙之女贺捷生出生仅18天，被装在马背上的箩筐里随军前行，成为长征中最小的亲历者之一。,湖南桑植刘家坪/洪家关,29.4,110.16,贺捷生; 贺龙; 蹇先任; 红二、六军团,5,src_hejiesheng_cppcc; src_red2_start_12371,high,,,,,,,,,,,,Red Second Front Army: Life at 湖南桑植刘家坪/洪家关,This node marks a life event on the Red Second Front Army route near 湖南桑植刘家坪/洪家关 (19351119).,
TRUE,r2_19351120_lishui,19351120,19351120,56,red_second,渡河,红二、六军团渡过澧水，贺捷生随军前行,红二、六军团出发后急行军渡过澧水。出生仅18天的贺捷生由母亲和战友照护随军前行，呈现长征中家庭、生命与战争交织的另一面。,湖南桑植澧水一线,29.4,110.16,贺捷生; 贺龙; 蹇先任; 红二、六军团,4,src_red2_start_12371; src_hejiesheng_cppcc,medium,,,,,,,,,,,,The Second and Sixth Corps cross the Lishui; infant He Jiesheng travels with the column,"Soon after departure, the Second and Sixth Corps crossed the Lishui. He Jiesheng, only eighteen days old, was carried with the column.","Lishui line near Sangzhi, Hunan"
TRUE,rf_19351121_zhiluozhen,19351121,19351121,48,red_first,战役,直罗镇战役,中央红军与陕北红军协同作战，粉碎敌军对陕甘根据地的“围剿”，巩固长征落脚点。,陕西富县直罗镇,36.0,109.37,中央红军; 陕北红军; 毛泽东; 彭德怀,5,src_shaanbei_12371,medium,,,,,,,,,,,,Red First Front Army: Campaign at 陕西富县直罗镇,This node marks a campaign event on the Red First Front Army route near 陕西富县直罗镇 (19351121).,
TRUE,sha_19351121_zhiluozhen_support,19351121,19351121,49,shaanbei_red,战役,陕北红军参加直罗镇战役,陕北红军与中央红军联合作战，长征落脚点由“到达”转入“巩固”。,陕西富县直罗镇,36.0,109.37,刘志丹; 红十五军团; 中央红军,5,src_shaanbei_12371,medium,,,,,,,,,,,,Shaan-Gan: Campaign at 陕西富县直罗镇,This node marks a campaign event on the Shaan-Gan route near 陕西富县直罗镇 (19351121).,
TRUE,rf_19351217_wayao,19351217,19351217,58,red_first,会议,瓦窑堡会议提出抗日民族统一战线策略,中共中央在瓦窑堡召开政治局会议，分析华北事变后的国内形势，提出建立抗日民族统一战线的策略方针，长征落脚点进一步转化为抗日前进出发点。,陕西子长瓦窑堡,37.14,109.67,中共中央政治局; 毛泽东; 张闻天; 周恩来,5,src_party_chronology_xinhua; src_shaanbei_12371,medium,,,,,,,,,,,,The Wayaobao Meeting advances the anti-Japanese united-front strategy,"At Wayaobao, the central leadership analyzed the national situation and advanced the strategy of an anti-Japanese national united front.","Wayaobao, Zichang, Shaanxi"
TRUE,r2_19351220_xiangexiangqian,19351220,19351220,51,red_second,转进,红二、六军团转战湘鄂川黔边,红二、六军团离开根据地后在湘、鄂、川、黔边境机动作战，继续摆脱敌军围堵。,湘鄂川黔边境,29.2,109.1,贺龙; 任弼时; 关向应,3,src_red2_start_12371,month,,,,,,,,,,,,Red Second Front Army: March at 湘鄂川黔边境,This node marks a march event on the Red Second Front Army route near 湘鄂川黔边境 (19351220).,
TRUE,r2_19360115_guizhou_transfer,19360115,19360115,52,red_second,转进,红二、六军团向贵州石阡、镇远、黄平方向转移,红二、六军团进入贵州，开展机动作战，为进入乌蒙山区创造条件。,贵州石阡/镇远/黄平一带,27.05,108.05,贺龙; 任弼时,3,src_red2_start_12371,month,,,,,,,,,,,,Red Second Front Army: March at 贵州石阡/镇远/黄平一带,This node marks a march event on the Red Second Front Army route near 贵州石阡/镇远/黄平一带 (19360115).,
TRUE,r2_19360209_bijie_people,19360209,19360209,63,red_second,根据,红二、六军团在毕节开展群众动员,红二、六军团转战黔西北期间，在毕节一带宣传抗日、发动群众、建立政权，补充了长征不只是行军作战，也包含政治动员与地方建设的层面。,贵州毕节,27.3,105.29,贺龙; 任弼时; 关向应; 当地群众,4,src_red2_start_12371; src_epic_people,medium,,,,,,,,,,,,The Second and Sixth Corps mobilize local people around Bijie,"In northwestern Guizhou, the corps carried out propaganda, mass mobilization and local political work around Bijie.","Bijie, Guizhou"
TRUE,r2_19360215_bijie_base,19360215,19360215,53,red_second,根据,红二、六军团转战毕节并建立地方革命政权,红二、六军团在黔西北毕节地区活动，建立地方革命委员会和地方武装，宣传抗日民族统一战线。,贵州毕节,27.3,105.29,贺龙; 任弼时; 红二、六军团,4,src_red2_start_12371,month,,,,,,,,,,,,Red Second Front Army: Base building at 贵州毕节,This node marks a base building event on the Red Second Front Army route near 贵州毕节 (19360215).,
TRUE,en_19360220_wumeng_encircle,19360220,19360220,668,enemy_kmt,围堵,国民党军多路围追红二、六军团,面对多路敌军尾追侧击，红二、六军团进入乌蒙山区展开回旋机动作战。,乌蒙山区周边,27.6,104.9,国民党军; 红二、六军团,3,src_wumeng_people_2023,medium,,,,,,,,,,,,KMT forces: Encirclement at 乌蒙山区周边,This node marks a encirclement event on the KMT forces route near 乌蒙山区周边 (19360220).,
TRUE,r2_19360227_wumeng_mid,19360227,19360227,672,red_second,战役,乌蒙山中部回旋，牵制多路追敌,红二、六军团在乌蒙山区反复回旋，利用复杂地形牵制和摆脱敌军重兵。,乌蒙山区,27.85,104.75,贺龙; 萧克; 任弼时; 红二、六军团,4,src_wumeng_people_2023,medium,,牵制并摆脱多路追敌,,,,,,TRUE,,,,Red Second Front Army: Campaign at 乌蒙山区,This node marks a campaign event on the Red Second Front Army route near 乌蒙山区 (19360227).,
TRUE,r4_19360301_kangbei,19360301,19360301,65,red_fourth,转进,红四方面军在川康边整顿后准备北上,南下受挫后，红四方面军在川康边地区整顿、筹粮、恢复力量，随后与红二、六军团会合并重新北上。,四川甘孜一带,31.62,100.0,徐向前; 陈昌浩; 张国焘; 红四方面军,4,src_meetings_xinhua; src_epic_people,medium,,,,,,,,,,,,The Fourth Front Army regroups near the Sichuan-Kham border,"After setbacks in the southward movement, the Fourth Front Army regrouped around the Sichuan-Kham border before meeting the Second and Sixth Corps and moving north again.","Garze area, Sichuan"
TRUE,r2_19360302_wumeng_start,19360302,19360302,64,red_second,战役,乌蒙山回旋战开始,红二、六军团在乌蒙山区与优势敌军周旋，以大范围机动摆脱围追堵截，成为红二方面军长征叙事中的关键战役群。,云南威信/贵州毕节乌蒙山区,27.85,105.05,贺龙; 任弼时; 红二、六军团,5,src_epic_people; src_wumeng_people_2023; src_red2_start_12371; src_qilv_people,medium,,,,,,,,TRUE,乌蒙磅礴走泥丸,乌蒙山的回旋,乌蒙山区山势磅礴，红军在强敌夹击中辗转机动，把险峻山地化为摆脱围堵的空间。,The Wumeng Mountain maneuver begins,The Second and Sixth Corps maneuvered through the Wumeng Mountains to evade superior enemy forces.,"Wumeng Mountains, Yunnan-Guizhou border"
TRUE,en_19360310_wumeng_chase,19360310,19360310,66,enemy_kmt,追堵,敌军围追红二、六军团于乌蒙山区,红二、六军团在乌蒙山区大范围回旋时，敌军依托多路兵力围追堵截，红军以机动作战摆脱重围。,乌蒙山区,27.6,104.8,国民党军; 红二、六军团,4,src_epic_people; src_red2_start_12371,medium,,,,,,,,,,,,Enemy forces pursue the Second and Sixth Corps in the Wumeng Mountains,"Enemy forces pursued and tried to encircle the Second and Sixth Corps in the Wumeng Mountains, while the Red Army maneuvered out of danger.",Wumeng Mountains
TRUE,rf_19360315_dongzheng,19360315,19360315,55,red_first,根据,中央红军东征，推动陕甘根据地向抗日前沿展开,中央到达陕北后，红军开展东征等行动，陕北落脚点开始转化为抗日出发点。此为长征后续展开节点。,陕北黄河西岸,37.2,110.3,毛泽东; 彭德怀; 中央红军,3,src_liuzhidan_mva,month,,,,,,,,,,,,Red First Front Army: Base building at 陕北黄河西岸,This node marks a base building event on the Red First Front Army route near 陕北黄河西岸 (19360315).,
